City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,callaway,30.153,-85.5699,28.03,77,40,3.6,US,1698686751
364,berbesti,44.9833,23.8833,14.79,53,30,1.61,RO,1698686752
365,debre werk',10.6667,38.1667,16.37,65,75,1.02,ET,1698686752
366,jiuquan,39.7432,98.5174,12.46,21,76,0.66,CN,1698686752
367,san julian,21.0167,-102.1667,21.7,32,24,5.13,MX,1698686752
368,fisterra,42.9049,-9.2629,15.97,72,35,10.08,ES,1698686753
369,torbat-e jam,35.244,60.6225,20.67,29,70,9.37,IR,1698686753
370,la sarre,48.8002,-79.1996,0.54,49,100,2.7,CA,1698686753
371,bangolo,7.0069,-7.475,29.41,63,48,1.25,CI,1698686753
372,kharp,66.8014,65.8081,-14.45,98,100,0.87,RU,1698686753
373,eureka,40.8021,-124.1637,12.92,75,83,0.45,US,1698686754
374,ola,59.5833,151.2833,-2.88,67,6,2.53,RU,1698686754
375,codrington,-38.2667,141.9667,9.13,59,41,8.31,AU,1698686381
376,cafayate,-26.073,-65.9761,26.91,26,1,7.37,AR,1698686754
377,semera,11.501,41.201,29.81,36,11,4.62,ET,1698686200
378,punta del este,-34.9667,-54.95,15.06,74,100,7.72,UY,1698686516
379,korla,41.7597,86.1469,13.25,37,18,1.29,CN,1698686473
380,santa elena de uairen,4.6167,-61.1333,28.14,47,64,3.45,VE,1698686755
381,rio tinto,41.1826,-8.5581,17.77,69,40,3.09,PT,1698686755
382,cova figueira,14.8905,-24.2934,23.89,66,74,0.79,CV,1698686755
383,tampere,61.4991,23.7871,-0.94,92,100,4.92,FI,1698686511
384,cabo san lucas,22.8909,-109.9124,28.92,69,0,1.54,MX,1698686412
385,chernyshevskiy,63.0128,112.4714,-24.22,99,89,1.49,RU,1698686756
386,kailua-kona,19.6406,-155.9956,25.33,75,0,4.12,US,1698686756
387,cole harbour,44.6724,-63.4751,3.73,95,100,4.63,CA,1698686756
388,cill airne,52.05,-9.5167,11.03,87,0,2.57,IE,1698686756
389,roshal',55.6685,39.8749,5.88,99,100,4.87,RU,1698686756
390,buala,-8.145,159.5921,26.37,82,100,1.93,SB,1698686756
391,leppavirta,62.4901,27.7826,-3.96,92,45,1.05,FI,1698686757
392,christchurch,-43.5333,172.6333,13.28,91,75,8.23,NZ,1698686529
393,solvang,34.5958,-120.1377,24.81,24,41,0.35,US,1698686486
394,nizhnesortymskiy,62.4397,71.7603,-11.16,95,53,3.37,RU,1698686757
395,fort abbas,29.1925,72.8536,29.15,25,65,1.17,PK,1698686757
396,can gio,10.4167,106.9667,27.45,83,100,4.67,VN,1698686758
397,turka,49.1541,23.0297,11.55,65,99,6.59,UA,1698686758
398,mangrol,21.1167,70.1167,27.68,59,0,1.52,IN,1698686758
399,melekeok village,7.4957,134.6367,25.31,94,40,0.0,PW,1698686210
400,grantsville,40.5999,-112.4644,6.16,41,0,0.0,US,1698686758
401,necochea,-38.5473,-58.7368,14.82,34,57,7.17,AR,1698686758
402,zabol,32.25,67.25,14.99,32,3,3.24,AF,1698686759
403,kosh-agach,50.0,88.6667,1.84,59,99,0.45,RU,1698686759
404,bel ombre,-4.6167,55.4167,24.91,88,20,2.06,SC,1698686759
405,tshabong,-26.05,22.45,22.74,50,62,8.28,BW,1698686178
406,poronaysk,49.2167,143.1167,3.64,88,36,2.14,RU,1698686374
407,inebolu,41.9747,33.7608,19.91,68,9,1.86,TR,1698686759
408,port blair,11.6667,92.75,27.97,78,83,2.59,IN,1698686760
409,saint-pierre,-21.3393,55.4781,24.82,78,40,2.57,RE,1698686584
410,shiqian,27.5225,108.2281,16.56,77,27,0.94,CN,1698686760
411,cibitoke,-2.8833,29.25,20.68,72,69,1.05,BI,1698686760
412,mathba,22.2855,89.9629,22.27,73,0,1.45,BD,1698686761
413,nemuro,43.3236,145.575,9.11,77,1,4.07,JP,1698686166
414,voznesenskaya,44.5527,41.0318,14.28,62,3,3.67,RU,1698686761
415,el granada,37.5027,-122.4694,18.81,39,20,1.79,US,1698686636
416,pacific grove,36.6177,-121.9166,18.08,47,0,1.34,US,1698686351
417,aripuana,-9.1667,-60.6333,38.49,26,33,0.91,BR,1698686645
418,gudari,19.35,83.7833,20.32,78,0,0.59,IN,1698686762
419,rio grande,-32.035,-52.0986,23.06,76,100,3.98,BR,1698686638
420,queenstown,-31.8976,26.8753,8.55,73,2,6.75,ZA,1698686339
421,sinabang,2.4803,96.3801,25.71,88,99,2.44,ID,1698686763
422,maracacume,-2.0428,-45.9592,39.31,24,46,3.35,BR,1698686763
423,ad dilam,23.9915,47.1627,29.23,25,62,2.98,SA,1698686763
424,kerikeri,-35.2268,173.9474,16.62,95,94,4.65,NZ,1698686593
425,marka,1.7159,44.7717,27.19,76,71,3.41,SO,1698686764
426,qaqortoq,60.7167,-46.0333,6.52,54,100,11.66,GL,1698686574
427,thunder bay,48.4001,-89.3168,-0.01,47,40,4.63,CA,1698686705
428,ust'-kulom,61.6864,53.6902,-8.1,99,94,0.9,RU,1698686765
429,kalispell,48.1958,-114.3129,-0.74,78,100,0.0,US,1698686480
430,dudinka,69.4058,86.1778,-16.32,97,100,0.89,RU,1698686581
431,tekeli,44.83,78.8239,10.73,66,100,4.86,KZ,1698686766
432,regina,50.4501,-104.6178,-5.94,69,20,10.8,CA,1698686205
433,onguday,50.75,86.15,3.65,95,100,1.53,RU,1698686766
434,la ronge,55.1001,-105.2842,-5.88,68,75,6.17,CA,1698686766
435,puerto santa,-8.9906,-78.6456,20.86,80,99,5.29,PE,1698686767
436,puerto varas,-41.3195,-72.9854,9.12,87,75,2.06,CL,1698686767
437,tuscaloosa,33.2098,-87.5692,18.36,76,100,5.66,US,1698686527
438,yulinshi,38.2906,109.7494,13.57,31,4,2.48,CN,1698686768
439,loukhi,66.0764,33.0381,-7.65,96,45,1.5,RU,1698686768
440,yarmouth,41.7057,-70.2286,17.08,97,100,5.14,US,1698686768
441,jalalabad,34.4265,70.4515,23.65,34,1,0.91,AF,1698686587
442,solleftea,63.1667,17.2667,-4.08,85,52,1.14,SE,1698686769
443,baruun-urt,46.6806,113.2792,-4.96,81,14,4.8,MN,1698686769
444,loango,-4.6719,11.8312,27.81,78,100,4.63,CG,1698686770
445,toktogul,41.8708,72.9402,15.49,52,100,1.19,KG,1698686770
446,coquimbo,-29.9533,-71.3436,20.85,60,0,7.72,CL,1698686770
447,cafelandia,-21.8025,-49.61,27.21,67,96,1.77,BR,1698686771
448,tympaki,35.0729,24.7685,22.28,74,56,0.45,GR,1698686771
449,havsa,41.549,26.8221,19.34,57,0,2.94,TR,1698686771
450,berezovyy,51.6667,135.7,-1.13,55,6,3.9,RU,1698686772
451,souillac,-20.5167,57.5167,25.21,83,40,4.12,MU,1698686772
452,micheweni,-4.9667,39.8333,26.26,85,100,3.16,TZ,1698686772
453,kurumkan,54.3,110.3,-8.26,58,0,1.34,RU,1698686772
454,myeik,12.4333,98.6,26.49,85,96,1.75,MM,1698686773
455,bezenchuk,52.982,49.4333,0.85,78,91,2.89,RU,1698686773
456,sao felix do xingu,-6.6447,-51.995,41.25,19,14,1.11,BR,1698686164
457,misratah,32.3754,15.0925,24.78,62,11,6.93,LY,1698686774
458,jwaneng,-24.6004,24.7303,13.45,72,93,9.99,BW,1698686774
459,kondopoga,62.2057,34.2614,-3.18,97,54,0.79,RU,1698686774
460,florencia,43.7667,11.25,22.82,65,40,4.12,IT,1698686710
461,bandarbeyla,9.4942,50.8122,27.06,78,32,3.28,SO,1698686775
462,lerwick,60.1545,-1.1494,7.0,56,34,10.48,GB,1698686619
463,nova vicosa,-17.8919,-39.3719,28.33,57,86,6.57,BR,1698686208
464,porto novo,6.4965,2.6036,27.71,79,89,1.53,BJ,1698686744
465,potchefstroom,-26.7167,27.1,9.43,80,100,5.56,ZA,1698686523
466,broken hill,-31.95,141.4333,11.91,60,68,9.08,AU,1698686777
467,parabel',58.6978,81.4825,-10.05,92,13,3.13,RU,1698686777
468,dunedin,-45.8742,170.5036,10.45,92,41,3.13,NZ,1698686619
469,la mira,18.035,-102.3266,29.08,73,15,1.46,MX,1698686777
470,ciudad lazaro cardenas,17.9583,-102.2,29.01,73,13,1.12,MX,1698686545
471,maitum,6.0392,124.4986,25.65,81,53,1.58,PH,1698686778
472,pisco,-13.7,-76.2167,24.03,64,0,4.12,PE,1698686566
473,prince rupert,54.3161,-130.3201,4.83,86,0,4.12,CA,1698686779
474,saldanha,-33.0117,17.9442,25.03,47,0,8.38,ZA,1698686779
475,tarrafal de sao nicolau,16.5667,-24.3667,26.43,55,61,0.9,CV,1698686780
476,yishui,35.7847,118.6281,15.39,60,6,2.71,CN,1698686780
477,zavodoukovsk,56.5042,66.5515,-3.97,92,96,4.89,RU,1698686780
478,ciudad bolivar,8.1222,-63.5497,35.42,42,99,2.21,VE,1698686780
479,suhbaatar,50.2314,106.2078,-4.0,55,28,1.5,MN,1698686781
480,lake city,30.1897,-82.6393,28.25,65,40,0.0,US,1698686147
481,holualoa,19.6228,-155.9522,23.26,77,0,4.12,US,1698686205
482,prince george,53.9166,-122.753,-2.99,81,0,0.45,CA,1698686781
483,igarka,67.4667,86.5833,-17.16,96,87,1.54,RU,1698686781
484,filey,54.21,-0.2892,8.82,90,100,2.24,GB,1698686782
485,amungan,15.3652,119.9582,26.18,78,100,1.77,PH,1698686782
486,banda aceh,5.5577,95.3222,25.96,86,87,1.74,ID,1698686783
487,zambezi,-13.5432,23.1047,24.28,51,93,1.82,ZM,1698686783
488,petropavlovsk-kamchatsky,53.0452,158.6483,-0.3,82,75,5.0,RU,1698686460
489,kudahuvadhoo,2.6708,72.8944,27.82,72,47,4.5,MV,1698686784
490,frei paulo,-10.5494,-37.5344,32.86,30,96,6.9,BR,1698686784
491,saint-germain-du-puy,47.1,2.4833,12.14,100,75,4.12,FR,1698686784
492,iranshahr,27.2025,60.6848,28.19,30,0,2.06,IR,1698686784
493,noosa heads,-26.3833,153.15,18.39,86,4,4.66,AU,1698686785
494,pamandzi,-12.7967,45.2794,27.88,78,0,3.6,YT,1698686785
495,garstang,53.9008,-2.7742,9.84,87,75,7.72,GB,1698686786
496,bullsbrook,-31.6667,116.0,16.06,47,28,9.77,AU,1698686786
497,villarrica,-25.75,-56.4333,24.05,87,98,2.95,PY,1698686787
498,chapaev,50.2,51.1667,3.69,75,89,3.24,KZ,1698686787
499,champerico,14.3,-91.9167,32.3,75,94,3.86,GT,1698686787
500,armacao de buzios,-22.7469,-41.8817,31.03,81,85,4.19,BR,1698686787
501,barakani,-12.1356,44.4317,26.61,78,84,1.7,KM,1698686788
502,kabare,-2.4683,28.8242,17.66,90,67,0.38,CD,1698686788
503,envira,-7.3,-70.2167,35.76,37,100,1.3,BR,1698686788
504,taoudenni,22.6783,-3.9836,37.41,8,13,1.91,ML,1698686789
505,tres palos,18.1833,-101.6167,29.33,65,10,0.9,MX,1698686789
506,romanovskaya,47.5426,42.0285,13.89,55,6,0.89,RU,1698686789
507,wysokie mazowieckie,52.9166,22.5171,10.57,72,43,2.88,PL,1698686789
508,rio preto da eva,-2.6994,-59.6997,36.21,31,98,0.93,BR,1698686790
509,zemio,5.0314,25.1361,25.59,70,63,1.32,CF,1698686790
510,canutama,-6.5339,-64.3831,41.21,24,25,1.54,BR,1698686790
511,kenora,49.8167,-94.4337,-2.46,93,100,3.6,CA,1698686790
512,carnot,4.9409,15.8665,26.58,71,87,2.34,CF,1698686791
513,chissamba,-12.1667,17.3333,23.03,62,89,2.69,AO,1698686791
514,beterou,9.1992,2.2586,30.16,43,90,1.88,BJ,1698686791
515,usogorsk,63.4106,48.6872,-3.52,83,100,1.21,RU,1698686295
516,praia,14.9215,-23.5087,29.3,61,75,6.17,CV,1698686792
517,phan rang-thap cham,11.5667,108.9833,25.42,85,99,2.73,VN,1698686792
518,ovalle,-30.5983,-71.2003,25.19,32,100,4.03,CL,1698686792
519,lusambo,-4.9667,23.45,21.99,92,89,0.58,CD,1698686793
520,kone,-21.0595,164.8658,19.99,71,70,1.58,NC,1698686793
521,salinas,36.6777,-121.6555,18.87,34,0,7.72,US,1698686521
522,dobropillya,48.4615,37.0852,12.64,63,95,4.93,UA,1698686794
523,eastham,41.8301,-69.9739,16.64,88,100,4.12,US,1698686794
524,limanowa,49.7059,20.422,14.53,88,54,1.97,PL,1698686795
525,al 'aziziyah,32.9058,45.0616,28.13,22,98,2.59,IQ,1698686795
526,motygino,58.1831,94.7592,-7.34,75,3,0.45,RU,1698686795
527,mount pearl,47.5166,-52.7813,7.2,46,75,9.26,CA,1698686795
528,island harbour,50.724,-1.2758,11.63,90,100,3.72,GB,1698686321
529,saurimo,-9.6608,20.3916,22.74,76,85,0.57,AO,1698686796
530,courtenay,49.6866,-124.9936,6.96,87,20,0.0,CA,1698686764
531,george town,5.4112,100.3354,27.96,89,20,3.13,MY,1698686796
532,strezhevoy,60.7333,77.5889,-10.02,83,31,1.79,RU,1698686372
533,lillesand,58.2488,8.3778,2.02,69,20,4.63,NO,1698686797
534,atherton,53.5237,-2.4935,10.75,94,90,0.45,GB,1698686797
535,diego de almagro,-26.3667,-70.05,26.39,16,39,7.65,CL,1698686798
536,bouarfa,32.53,-1.95,23.08,35,19,0.37,MA,1698686798
537,odesskoye,54.2111,72.9651,-1.49,98,100,3.92,RU,1698686798
538,amos,48.5669,-78.1162,-0.05,67,100,2.46,CA,1698686790
539,kranjska gora,46.4839,13.7894,14.02,98,100,2.34,SI,1698686799
540,kapa'a,22.0752,-159.319,22.18,84,20,3.6,US,1698686621
541,ugoofaaru,5.6667,73.0,27.6,75,96,3.04,MV,1698686799
542,wynyard,-41.0,145.7167,7.21,71,79,6.64,AU,1698686799
543,marshall,34.3834,-86.3333,14.66,86,100,3.09,US,1698686742
544,mersa matruh,31.3525,27.2453,23.67,75,81,4.54,EG,1698686800
545,laramie,41.3114,-105.5911,1.96,32,0,5.66,US,1698686800
546,tual,-5.6667,132.75,27.25,83,100,5.62,ID,1698686800
547,porto torres,40.835,8.3972,22.1,82,100,7.78,IT,1698686801
548,savanna-la-mar,18.219,-78.1332,29.97,56,52,2.4,JM,1698686801
549,sillamae,59.3997,27.7547,0.8,92,100,2.45,EE,1698686801
550,padangsidempuan,1.3667,99.2667,22.18,99,100,0.56,ID,1698686801
551,mossendjo,-2.9506,12.7261,22.97,96,100,1.05,CG,1698686801
552,rocha,-34.4833,-54.3333,14.62,83,100,5.87,UY,1698686802
553,antsiranana,-12.2787,49.2917,25.27,82,91,6.49,MG,1698686350
554,novodvinsk,64.4165,40.8122,-4.56,81,21,1.71,RU,1698686802
555,al bayda,32.7627,21.7551,15.79,90,41,2.27,LY,1698686803
556,caleta de carquin,-11.0925,-77.6267,21.86,76,100,5.09,PE,1698686280
557,ta`u,-14.2336,-169.5144,26.74,82,27,11.18,AS,1698686803
558,pirapemas,-3.7267,-44.2233,41.24,20,0,1.27,BR,1698686803
559,san luis de la loma,17.2706,-100.8939,29.09,72,21,1.69,MX,1698686803
560,gutao,37.2025,112.1781,15.63,40,1,2.32,CN,1698686804
561,divino das laranjeiras,-18.7778,-41.4797,33.07,38,94,2.85,BR,1698686804
562,hakha,22.65,93.6167,12.76,97,36,0.58,MM,1698686804
563,tolanaro,-25.0319,46.9987,25.04,78,75,2.06,MG,1698686608
564,sterling,39.0062,-77.4286,28.49,62,40,9.26,US,1698686781
565,floro,61.5996,5.0328,5.54,41,0,4.63,NO,1698686763
566,bathsheba,13.2167,-59.5167,30.34,79,40,6.69,BB,1698686805
567,altamira,-3.2033,-52.2064,39.41,25,13,2.27,BR,1698686806
568,nakasongola,1.3089,32.4564,19.62,92,22,1.91,UG,1698686806
569,luis correia,-2.8792,-41.6669,31.0,66,0,9.77,BR,1698686806
570,puerto deseado,-47.7503,-65.8938,5.42,55,100,10.53,AR,1698686367
571,hell-ville,-13.4,48.2667,27.0,74,30,1.43,MG,1698686807
572,youghal,51.95,-7.8506,11.56,88,65,4.35,IE,1698686807
573,itapuranga,-15.5622,-49.9486,38.45,21,50,1.82,BR,1698686807
574,santa maria da vitoria,-13.3947,-44.1886,41.52,15,22,2.13,BR,1698686797
575,sitka,57.0531,-135.33,8.94,71,100,5.14,US,1698686807
576,port moresby,-9.4431,147.1797,23.68,94,75,1.54,PG,1698686808
577,kayangel,8.0823,134.7173,28.25,76,12,3.58,PW,1698686665
578,varna,43.2167,27.9167,17.47,94,0,2.57,BG,1698686541
579,alaghsas,17.0187,8.0168,32.45,9,1,4.72,NE,1698686808
580,hasaki,35.7333,140.8333,14.05,58,63,3.42,JP,1698686612
581,bulusan,12.7518,124.1373,26.57,86,100,4.72,PH,1698686808
582,mount isa,-20.7333,139.5,22.87,64,94,1.54,AU,1698686809
583,panghyon-dong,39.8872,125.2414,11.88,91,13,1.26,KP,1698686809
584,sault ste. marie,46.5168,-84.3333,2.31,88,100,5.14,CA,1698686756
585,shanhaiguan,39.9988,119.7564,12.78,64,31,2.45,CN,1698686809
586,tabuk,17.4189,121.4443,22.18,90,87,1.39,PH,1698686809
587,las tablas,7.7667,-80.2833,28.83,71,99,0.77,PA,1698686099
588,severo-yeniseyskiy,60.3725,93.0408,-15.24,99,74,0.89,RU,1698686644
589,kununurra,-15.7667,128.7333,24.99,88,94,0.51,AU,1698686605
590,lautoka,-17.6167,177.4667,23.92,83,20,1.54,FJ,1698686638
591,santos reyes nopala,16.1092,-97.1561,26.65,64,85,1.56,MX,1698686810
592,alo,7.4178,6.7371,27.98,83,96,1.99,NG,1698686810
593,mossel bay,-34.1831,22.146,14.96,74,0,12.55,ZA,1698686811
594,gassol,8.5333,10.4667,29.45,59,77,4.92,NG,1698686811
595,krivosheino,57.3431,83.9261,-7.82,83,100,3.89,RU,1698686811
596,naze,28.3667,129.4833,19.51,77,47,3.81,JP,1698686811
597,polyarnyy,69.1989,33.4478,-4.8,91,100,8.18,RU,1698686486
598,monteagudo,-19.8167,-63.9833,39.05,20,5,4.86,BO,1698686812
599,gebeit,21.0667,36.3167,25.44,65,13,7.02,SD,1698686724
600,balotra,25.8333,72.2333,29.47,23,21,3.25,IN,1698686812
601,laojunmiao,39.8333,97.7333,9.49,25,90,2.33,CN,1698686812
602,chukhloma,58.7525,42.6825,-2.73,85,100,4.47,RU,1698686812
